,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,face_center,face_width,chin,face_height
10,"(0.30988207, 0.56031656, 0.39440036)","(0.30126774, 0.5651425, 0.51756936)","(0.29616442, 0.5550585, 0.59095585)","(0.30506384, 0.5576155, 0.37219405)","(0.29478258, 0.5222924, 0.60995543)","(0.36476976, 0.573254, 0.5781326)","(0.35353398, 0.45550126, 0.6473229)","(0.46248382, 0.5764169, 0.5075024)","(0.44411108, 0.42268467, 0.6311507)","(0.51169443, 0.55971634, 0.43072596)","(0.55516154, 0.42606816, 0.6128121)","(0.5260806, 0.53468895, 0.66702926)","(0.52493536, 0.4742219, 0.725817)","(0.6742556, 0.5528095, 0.67354554)","(0.686062, 0.47813565, 0.5287098)","(0.82003856, 0.53012705, 0.5358978)","(0.8155389, 0.49409255, 0.46394476)","(0.29992321133613586, 0.5399539470672607, 0.49107474088668823)",0.036788977682590485,"(0.3427286048730214, 0.5296906034151713, 0.5399519602457682)",0.08981857114316352
11,"(0.3051302, 0.55762744, 0.420681)","(0.29932496, 0.5601807, 0.44072834)","(0.293908, 0.5498569, 0.5159523)","(0.30676055, 0.5571338, 0.39657718)","(0.29614535, 0.5205847, 0.63374585)","(0.36627442, 0.57395196, 0.63821286)","(0.35110244, 0.45939064, 0.67719686)","(0.4584911, 0.5777426, 0.45607853)","(0.44101542, 0.42327318, 0.57771194)","(0.49992877, 0.56650996, 0.50149167)","(0.5438121, 0.421784, 0.49198946)","(0.5215982, 0.5365435, 0.6901072)","(0.5231339, 0.47549415, 0.63964593)","(0.67169964, 0.55294114, 0.67314994)","(0.6783969, 0.47877252, 0.56950694)","(0.8171886, 0.53741384, 0.45674533)","(0.8136112, 0.48524243, 0.62710404)","(0.30145294964313507, 0.5388592481613159, 0.5151615142822266)",0.03805940970778465,"(0.34083569049835205, 0.530323346455892, 0.5786969065666199)",0.08989759918146047
12,"(0.30462044, 0.5564376, 0.45489255)","(0.29897323, 0.55969375, 0.43220848)","(0.29237133, 0.54757416, 0.4807944)","(0.31071112, 0.5584978, 0.40576124)","(0.2982235, 0.51738614, 0.66593546)","(0.37274635, 0.57338214, 0.6235701)","(0.35240245, 0.46062982, 0.6683992)","(0.4641027, 0.57444584, 0.52935195)","(0.44614315, 0.4232713, 0.7399808)","(0.51483506, 0.5610801, 0.48567128)","(0.5294849, 0.43161637, 0.4165157)","(0.52096856, 0.535638, 0.6312351)","(0.52126765, 0.47602257, 0.6047957)","(0.67392313, 0.5511422, 0.6759943)","(0.6786431, 0.48036087, 0.5520053)","(0.8134918, 0.5304652, 0.5560401)","(0.81371135, 0.48838288, 0.5747325)","(0.3044673055410385, 0.537941962480545, 0.5358483493328094)",0.042966362088918686,"(0.343256413936615, 0.5301498572031657, 0.5822872817516327)",0.09346195254235358
13,"(0.30987427, 0.5483189, 0.4529086)","(0.3037274, 0.55682206, 0.45302185)","(0.29528728, 0.54320794, 0.45593524)","(0.3180886, 0.55745006, 0.3794927)","(0.3041497, 0.5181227, 0.65072274)","(0.37058842, 0.56017756, 0.4195284)","(0.35357624, 0.46139592, 0.5840907)","(0.46171165, 0.5716186, 0.41954032)","(0.44506812, 0.4183918, 0.60940206)","(0.5002974, 0.5567351, 0.52543485)","(0.48054954, 0.42314786, 0.27692035)","(0.51858556, 0.5270541, 0.5727152)","(0.52014166, 0.47760648, 0.54737675)","(0.6700372, 0.54784894, 0.6487531)","(0.67544526, 0.4941045, 0.49539363)","(0.8210881, 0.5253223, 0.52223927)","(0.81436515, 0.49678048, 0.5225614)","(0.3111191391944885, 0.5377863645553589, 0.5151077210903168)",0.04172452911734581,"(0.3446796437104543, 0.5232974688212076, 0.4855092366536458)",0.0857318478951758
14,"(0.32447347, 0.55853176, 0.45119387)","(0.3118136, 0.5577948, 0.36399382)","(0.30995497, 0.55470026, 0.4200804)","(0.31826994, 0.5435109, 0.31543428)","(0.31280994, 0.5357428, 0.49942952)","(0.36934644, 0.5241101, 0.41785955)","(0.36522636, 0.49588948, 0.3947892)","(0.4731582, 0.53122663, 0.16290575)","(0.44971868, 0.42394167, 0.44807455)","(0.5063663, 0.5381096, 0.23523784)","(0.501982, 0.45946395, 0.15243039)","(0.52609134, 0.50505763, 0.52136874)","(0.52728623, 0.5026825, 0.55126405)","(0.67019856, 0.5426421, 0.5336791)","(0.675351, 0.5228052, 0.43749705)","(0.82215774, 0.5130941, 0.4257099)","(0.81579703, 0.5105913, 0.45948645)","(0.3155399411916733, 0.5396268665790558, 0.4074319005012512)",0.009494989179074764,"(0.3530154228210449, 0.5261771082878113, 0.4212808708349864)",0.08628943407562248
15,"(0.32446992, 0.5579817, 0.42969126)","(0.31603867, 0.5566219, 0.4197487)","(0.3144737, 0.5545118, 0.449424)","(0.31985664, 0.5420102, 0.3415585)","(0.31630075, 0.536367, 0.5057851)","(0.37054133, 0.5258447, 0.42173612)","(0.3657287, 0.49702927, 0.40734717)","(0.47077104, 0.52894586, 0.18239605)","(0.45804536, 0.43987375, 0.25421596)","(0.5038197, 0.5283894, 0.25903723)","(0.4914876, 0.4548217, 0.17873847)","(0.5205213, 0.50576365, 0.4863114)","(0.5233084, 0.49485338, 0.542281)","(0.6616665, 0.5430583, 0.5906422)","(0.6703222, 0.5131842, 0.35409886)","(0.81589425, 0.5169003, 0.42096275)","(0.81202495, 0.50356126, 0.5292883)","(0.3180786967277527, 0.5391885936260223, 0.42367179691791534)",0.006670079659670591,"(0.35357998808224994, 0.5269518991311392, 0.4195915162563324)",0.08509397641718651
16,"(0.32619643, 0.5628284, 0.48026994)","(0.3209248, 0.5623607, 0.492104)","(0.31728008, 0.5587545, 0.44365746)","(0.32205594, 0.550106, 0.44309327)","(0.31473172, 0.52239203, 0.5680834)","(0.37563384, 0.56540924, 0.55336547)","(0.36065316, 0.45937812, 0.6533897)","(0.4624728, 0.5730648, 0.468195)","(0.45082137, 0.4359452, 0.37777242)","(0.49730086, 0.5473742, 0.38399515)","(0.4966044, 0.44585514, 0.32466614)","(0.52020156, 0.53636295, 0.6853118)","(0.5195477, 0.47448176, 0.67090124)","(0.66620445, 0.54370517, 0.667766)","(0.6623319, 0.4796459, 0.51620615)","(0.8150134, 0.53219223, 0.48602405)","(0.8075225, 0.48547813, 0.5467002)","(0.3183938264846802, 0.5362490117549896, 0.5055883377790451)",0.028665440157055855,"(0.3541611433029175, 0.5292052626609802, 0.562341699997584)",0.08746523625870578
17,"(0.32443994, 0.56112087, 0.4162541)","(0.3209221, 0.5592655, 0.42869663)","(0.31678203, 0.5535833, 0.3814323)","(0.32598945, 0.5506594, 0.4915081)","(0.31690866, 0.5205685, 0.6177816)","(0.37593973, 0.5668044, 0.5969144)","(0.3578984, 0.4600643, 0.6261004)","(0.46331283, 0.5717491, 0.535544)","(0.44841188, 0.4386489, 0.4004233)","(0.5092127, 0.5493286, 0.4041189)","(0.5126245, 0.45072252, 0.39727348)","(0.5184638, 0.53656054, 0.7086866)","(0.51550895, 0.4707081, 0.694337)","(0.6644099, 0.5418383, 0.672215)","(0.65989166, 0.47441825, 0.6592752)","(0.8150114, 0.53681266, 0.50520307)","(0.8080088, 0.4851529, 0.52597433)","(0.32144905626773834, 0.5356139540672302, 0.554644837975502)",0.03143127262592316,"(0.35275936126708984, 0.5293298562367758, 0.5464229782422384)",0.08515063997275997
18,"(0.3246769, 0.56353766, 0.4488735)","(0.31978753, 0.5618496, 0.41751274)","(0.31725004, 0.5584964, 0.36632308)","(0.32361123, 0.5499387, 0.4384079)","(0.3169865, 0.5218634, 0.5700737)","(0.37634286, 0.56843865, 0.59247035)","(0.36028272, 0.45912012, 0.61435664)","(0.46226534, 0.5754099, 0.53898317)","(0.44913346, 0.43864903, 0.36856973)","(0.5003747, 0.55094826, 0.3722806)","(0.50665975, 0.46558726, 0.2937556)","(0.51754355, 0.53452826, 0.68864036)","(0.5179286, 0.4704451, 0.61651504)","(0.6662772, 0.5387743, 0.5766868)","(0.6671886, 0.4749735, 0.5812603)","(0.81519604, 0.53891575, 0.41456968)","(0.8113, 0.4841772, 0.62891304)","(0.32029886543750763, 0.5359010398387909, 0.5042408108711243)",0.028846286237239838,"(0.3537674943606059, 0.5303654770056406, 0.5519001583258311)",0.08824185308618303
19,"(0.32846826, 0.5610456, 0.4311787)","(0.3217515, 0.56023526, 0.43639618)","(0.32082945, 0.5540093, 0.4204434)","(0.32512036, 0.549133, 0.43023235)","(0.31967568, 0.51609707, 0.6906076)","(0.37420303, 0.5688474, 0.5953058)","(0.36501846, 0.45585176, 0.571567)","(0.46462184, 0.5753697, 0.58964264)","(0.44429883, 0.43422544, 0.39285213)","(0.5070131, 0.54949343, 0.40978196)","(0.51771295, 0.45786926, 0.48430774)","(0.51812845, 0.53365886, 0.711554)","(0.51712954, 0.4652588, 0.59785223)","(0.65451026, 0.5387605, 0.6398438)","(0.6599334, 0.46869028, 0.59547675)","(0.80687463, 0.5428997, 0.3629526)","(0.8002918, 0.4822821, 0.56767714)","(0.32239802181720734, 0.5326150357723236, 0.5604199767112732)",0.033481597900390625,"(0.3558965822060903, 0.5285815894603729, 0.5326838294665018)",0.0849993841534374
20,"(0.32465804, 0.53523576, 0.46024954)","(0.319937, 0.5423732, 0.37945062)","(0.3153364, 0.5276035, 0.34467518)","(0.3270572, 0.5489949, 0.47385573)","(0.31822985, 0.50412726, 0.5623506)","(0.38012826, 0.5669998, 0.6054408)","(0.3634718, 0.45538387, 0.5088679)","(0.46543583, 0.57422245, 0.5302823)","(0.4390543, 0.43116683, 0.5982392)","(0.5038868, 0.5378393, 0.37172514)","(0.51177466, 0.46101868, 0.3200599)","(0.52141035, 0.53200185, 0.5789755)","(0.52257466, 0.4648243, 0.5603704)","(0.6629697, 0.53230166, 0.43797237)","(0.66543037, 0.4597249, 0.39865288)","(0.8115179, 0.53905416, 0.369038)","(0.795963, 0.48053503, 0.48620236)","(0.32264353334903717, 0.5265610814094543, 0.518103152513504)",0.045727748423814774,"(0.35608603556950885, 0.5192064742247263, 0.5248527526855469)",0.07055939988555525
