,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,face_center,face_width,chin,face_height
20,"(0.34266156, 0.4621948, 0.5095736)","(0.32773554, 0.47927493, 0.5101419)","(0.32680106, 0.45029312, 0.66265136)","(0.33818215, 0.49588138, 0.54913)","(0.33517218, 0.42811987, 0.5073623)","(0.39379567, 0.51990247, 0.62778825)","(0.39373493, 0.3829943, 0.7062883)","(0.49100763, 0.53236496, 0.42539644)","(0.49209616, 0.37332988, 0.44585657)","(0.46813232, 0.48765308, 0.34095812)","(0.4630606, 0.44114745, 0.3646745)","(0.5798476, 0.5204283, 0.74465024)","(0.592765, 0.45047244, 0.7707538)","(0.80846375, 0.5223775, 0.74007654)","(0.80952615, 0.45724365, 0.7106236)","(0.97743356, 0.51562536, 0.69166106)","(0.9815735, 0.4491307, 0.88132197)","(0.3366771638393402, 0.46200062334537506, 0.5282461643218994)",0.06782832741737366,"(0.3767307202021281, 0.45503052075703937, 0.6145500342051188)",0.06962857481948372
21,"(0.3537801, 0.4630495, 0.53385305)","(0.34100133, 0.47854036, 0.39129364)","(0.33519146, 0.44803876, 0.58126354)","(0.35140452, 0.49140498, 0.6217133)","(0.34345305, 0.42581773, 0.7004143)","(0.40662605, 0.51516443, 0.6398144)","(0.40513748, 0.3830541, 0.7773949)","(0.51413673, 0.52514684, 0.3416999)","(0.5051087, 0.388089, 0.59934086)","(0.50471175, 0.49910897, 0.31602806)","(0.50272316, 0.45926237, 0.2801413)","(0.5818627, 0.52397346, 0.7333076)","(0.59491014, 0.45464718, 0.7582402)","(0.8129139, 0.5276601, 0.7501018)","(0.81707925, 0.46501535, 0.64737487)","(0.97632706, 0.5207238, 0.6804889)","(0.9804385, 0.45043966, 0.8772491)","(0.3474287837743759, 0.4586113542318344, 0.6610637903213501)",0.06606748700141907,"(0.3885145386060079, 0.45375601450602215, 0.6503541072209676)",0.07191246785763009
22,"(0.37832367, 0.46619946, 0.48993734)","(0.36422747, 0.47953993, 0.48848698)","(0.36186564, 0.45513433, 0.4312531)","(0.3684125, 0.48965058, 0.67830867)","(0.36151665, 0.42516637, 0.6805949)","(0.419865, 0.51513815, 0.5831224)","(0.42202348, 0.3778331, 0.6965016)","(0.52744675, 0.50605243, 0.33787555)","(0.5449128, 0.40159255, 0.5754759)","(0.53291774, 0.47759873, 0.21810627)","(0.545851, 0.4507415, 0.18633294)","(0.61652255, 0.527992, 0.72351336)","(0.63039017, 0.45896113, 0.67234755)","(0.82428956, 0.52867216, 0.79812574)","(0.8289706, 0.46453738, 0.72920877)","(0.98282874, 0.513536, 0.60276514)","(0.97741485, 0.4473407, 0.80093205)","(0.3649645745754242, 0.45740847289562225, 0.6794517934322357)",0.06485187262296677,"(0.40673738718032837, 0.4530569016933441, 0.5898537735144297)",0.06261200722449786
23,"(0.3752458, 0.46520683, 0.5465102)","(0.36255115, 0.47989365, 0.45216414)","(0.3560098, 0.44916686, 0.588555)","(0.37426317, 0.48965296, 0.6212136)","(0.36561018, 0.4235667, 0.692235)","(0.42814443, 0.5139024, 0.6182307)","(0.43353385, 0.3751282, 0.5824771)","(0.5281446, 0.49345547, 0.48165113)","(0.5693463, 0.4118049, 0.58487016)","(0.53631353, 0.4414708, 0.15515506)","(0.5405758, 0.43590397, 0.15587121)","(0.6261716, 0.52808875, 0.72420216)","(0.6372068, 0.4598473, 0.6722592)","(0.82798076, 0.53017634, 0.8174562)","(0.832355, 0.46666035, 0.7158849)","(0.984344, 0.51420736, 0.64616776)","(0.9780028, 0.44832188, 0.7347398)","(0.36993667483329773, 0.4566098302602768, 0.6567243039608002)",0.06665033847093582,"(0.4123080273469289, 0.45141248901685077, 0.5824060042699178)",0.0790921456919038
24,"(0.38286883, 0.45990372, 0.5028578)","(0.36827636, 0.47703224, 0.3871196)","(0.36635467, 0.447754, 0.59480757)","(0.37653428, 0.48872244, 0.52868235)","(0.3708751, 0.42405307, 0.64918387)","(0.432056, 0.5166912, 0.69933665)","(0.43631232, 0.3779622, 0.6530248)","(0.5367094, 0.50951546, 0.51067716)","(0.5595047, 0.41789907, 0.5244268)","(0.5799967, 0.47948027, 0.33752933)","(0.59114003, 0.44805765, 0.34097424)","(0.62305474, 0.5222734, 0.72818965)","(0.6373377, 0.45123753, 0.7468184)","(0.8346522, 0.52750814, 0.75799185)","(0.83435774, 0.46050352, 0.7188959)","(0.98249054, 0.5118971, 0.64975387)","(0.9801682, 0.44941396, 0.8243153)","(0.3737046867609024, 0.4563877582550049, 0.5889331102371216)",0.06491651386022568,"(0.41707905133565265, 0.45151904225349426, 0.6184064149856567)",0.0704455041055616
25,"(0.38379544, 0.46429718, 0.56871986)","(0.3678285, 0.47822398, 0.46090725)","(0.36749205, 0.45115238, 0.6113719)","(0.3773498, 0.4901781, 0.47954845)","(0.37586662, 0.42842126, 0.5559416)","(0.43759045, 0.5214035, 0.7055219)","(0.44585833, 0.3865493, 0.7723715)","(0.5508208, 0.50802374, 0.5288508)","(0.566245, 0.4246235, 0.42794743)","(0.6221043, 0.4811709, 0.29063523)","(0.6376629, 0.4479191, 0.45992965)","(0.6298628, 0.5194247, 0.7086195)","(0.64209735, 0.44813514, 0.6839052)","(0.8377749, 0.5280702, 0.7215987)","(0.8395796, 0.45907438, 0.63149637)","(0.9825467, 0.5107175, 0.6338382)","(0.9822997, 0.44978607, 0.7991275)","(0.376608207821846, 0.4592996835708618, 0.5177450180053711)",0.06177465617656708,"(0.42241473992665607, 0.4574166536331177, 0.6822044054667155)",0.0784548759860397
26,"(0.38132748, 0.46243644, 0.59480774)","(0.36652392, 0.476425, 0.45764086)","(0.36639163, 0.45039302, 0.63542503)","(0.37479824, 0.489479, 0.59696096)","(0.37375742, 0.43129218, 0.5674237)","(0.43295878, 0.52356493, 0.6994734)","(0.43686467, 0.392595, 0.5573245)","(0.5634761, 0.5154326, 0.5675691)","(0.56302714, 0.41374335, 0.65211606)","(0.65068007, 0.49443945, 0.33476132)","(0.66041434, 0.44813913, 0.37876028)","(0.6098323, 0.5156385, 0.620996)","(0.61694837, 0.44146395, 0.70076716)","(0.82616985, 0.5252017, 0.657984)","(0.82777464, 0.45835218, 0.7326379)","(0.97965854, 0.51138353, 0.67185086)","(0.9790852, 0.4435557, 0.77539676)","(0.37427783012390137, 0.46038559079170227, 0.5821923315525055)",0.058196138590574265,"(0.4170503119627635, 0.45953212181727093, 0.6172018845876058)",0.07168139976565115
27,"(0.37465692, 0.46496972, 0.5219803)","(0.36160395, 0.47721764, 0.5023335)","(0.36057016, 0.4525027, 0.5776813)","(0.3694753, 0.4925563, 0.65241194)","(0.36765385, 0.43430015, 0.61153305)","(0.4283129, 0.52693796, 0.7450179)","(0.43374524, 0.39610514, 0.66082454)","(0.55480605, 0.5227844, 0.47341922)","(0.5534829, 0.40577394, 0.6094367)","(0.64847565, 0.5095905, 0.46965763)","(0.66240585, 0.42008936, 0.47562554)","(0.6139137, 0.5128078, 0.6825518)","(0.6196176, 0.4408235, 0.71694624)","(0.829452, 0.5177989, 0.7321044)","(0.83093894, 0.44645414, 0.7364819)","(0.9815931, 0.5066916, 0.63909614)","(0.984183, 0.43589133, 0.7224977)","(0.36856457591056824, 0.46342822909355164, 0.6319724917411804)",0.05828461796045303,"(0.41223834951718646, 0.4626709421475728, 0.642607569694519)",0.07530334840714217
28,"(0.36871943, 0.46321115, 0.5877473)","(0.35235983, 0.47640347, 0.35554272)","(0.35249442, 0.44878912, 0.5880154)","(0.36364385, 0.4948227, 0.62095624)","(0.36280942, 0.43380257, 0.61813396)","(0.42184335, 0.5292132, 0.7625872)","(0.42570966, 0.39503336, 0.6964323)","(0.547855, 0.53854215, 0.48831648)","(0.5394317, 0.39017475, 0.65282375)","(0.6548953, 0.52334046, 0.52723396)","(0.6403911, 0.38788414, 0.51260823)","(0.6168186, 0.5066714, 0.7159172)","(0.6203438, 0.43463117, 0.65602505)","(0.8288777, 0.5090874, 0.76916087)","(0.8278086, 0.43526122, 0.69802153)","(0.9780964, 0.5054748, 0.7216733)","(0.9797274, 0.43379158, 0.7873169)","(0.36322663724422455, 0.4643126428127289, 0.6195451021194458)",0.061025843024253845,"(0.4054241478443146, 0.4624858995278676, 0.6822555859883627)",0.07342376695657506
29,"(0.36407954, 0.45913658, 0.5752795)","(0.34960794, 0.47400057, 0.6244482)","(0.34933197, 0.44675016, 0.7562152)","(0.35514694, 0.49194202, 0.55981946)","(0.35414156, 0.4325825, 0.60270315)","(0.42028496, 0.533602, 0.6833734)","(0.41455877, 0.38946426, 0.6098205)","(0.53110254, 0.56641555, 0.589018)","(0.5324972, 0.37511358, 0.65581244)","(0.6263028, 0.5509188, 0.6558754)","(0.6389993, 0.37215364, 0.66156924)","(0.6042614, 0.5087943, 0.6807355)","(0.60415196, 0.43215156, 0.66628516)","(0.82234925, 0.4988912, 0.65276784)","(0.82471895, 0.43006465, 0.67998445)","(0.9727901, 0.5083987, 0.808352)","(0.98435163, 0.43406767, 0.82739973)","(0.3546442538499832, 0.46226225793361664, 0.5812613070011139)",0.059368032962083817,"(0.399641086657842, 0.4607342779636383, 0.6228244503339132)",0.07119484838302095
