,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,face_center,face_width,chin,face_height
10,"(0.2861987, 0.51885515, 0.43942708)","(0.27453166, 0.5330493, 0.46243903)","(0.2714406, 0.5074372, 0.6137414)","(0.28526253, 0.5465834, 0.78128374)","(0.28133664, 0.49263418, 0.79808605)","(0.34270522, 0.5612675, 0.73817843)","(0.34352225, 0.47285497, 0.7493671)","(0.41504353, 0.6154036, 0.6340193)","(0.393794, 0.41966897, 0.5314675)","(0.3732202, 0.67883563, 0.5550456)","(0.32236773, 0.41395995, 0.48019105)","(0.49586445, 0.5476723, 0.78417194)","(0.49820405, 0.48573005, 0.7766115)","(0.6627693, 0.5006661, 0.7574582)","(0.6698564, 0.46391702, 0.78000605)","(0.8097768, 0.5659974, 0.70901847)","(0.83503616, 0.51446235, 0.45282042)","(0.2832995802164078, 0.5196087956428528, 0.7896848917007446)",0.05409189313650131,"(0.324142058690389, 0.5176592071851095, 0.6423242092132568)",0.0759243925571408
11,"(0.2870726, 0.5200869, 0.36349022)","(0.27622584, 0.5370859, 0.4578937)","(0.27364478, 0.5138715, 0.46318138)","(0.28640285, 0.5455282, 0.722263)","(0.2820688, 0.4923302, 0.7740174)","(0.34269863, 0.5548955, 0.6539267)","(0.33994824, 0.47227877, 0.69952106)","(0.4195847, 0.6072079, 0.6184799)","(0.3915335, 0.4263923, 0.5679317)","(0.3814196, 0.65012336, 0.43904337)","(0.3279812, 0.42969376, 0.41419858)","(0.49862397, 0.5466394, 0.7852886)","(0.500361, 0.48478004, 0.76772594)","(0.66551596, 0.49891326, 0.6973245)","(0.6728556, 0.4628117, 0.758973)","(0.8260638, 0.55903065, 0.7513794)","(0.83445215, 0.5206582, 0.42256093)","(0.2842358201742172, 0.5189291834831238, 0.7481401860713959)",0.053374238312244415,"(0.3232398231824239, 0.5157537261644999, 0.5723126530647278)",0.07285175003997017
12,"(0.29191375, 0.5209269, 0.5246897)","(0.28257906, 0.53462905, 0.47262627)","(0.27795887, 0.51260865, 0.57383156)","(0.2898988, 0.54836893, 0.61915046)","(0.28517672, 0.49194333, 0.71447456)","(0.34618992, 0.55409145, 0.6279613)","(0.33738267, 0.474969, 0.65360457)","(0.4223125, 0.5978678, 0.5793444)","(0.38954663, 0.4301524, 0.4203272)","(0.3791339, 0.6288935, 0.37909174)","(0.31891018, 0.42150232, 0.42186272)","(0.49831128, 0.5427692, 0.76392484)","(0.4997337, 0.48340005, 0.7587902)","(0.66861355, 0.50072616, 0.7351428)","(0.6771625, 0.46290082, 0.7194928)","(0.8522959, 0.5473093, 0.70481306)","(0.8539957, 0.51259387, 0.64899063)","(0.2875377684831619, 0.520156130194664, 0.6668125092983246)",0.05662284418940544,"(0.3251621127128601, 0.5166624486446381, 0.6020851731300354)",0.06704145743650101
13,"(0.29828224, 0.521876, 0.5571274)","(0.28607613, 0.5388522, 0.5693463)","(0.28413832, 0.5125354, 0.6192001)","(0.2986151, 0.5470176, 0.6823584)","(0.2954064, 0.49382588, 0.53102297)","(0.35483563, 0.55759156, 0.57367325)","(0.34471142, 0.47962666, 0.5774902)","(0.42966208, 0.5960226, 0.48025236)","(0.3905173, 0.44390917, 0.31705362)","(0.40355548, 0.6196333, 0.27934712)","(0.34802172, 0.47518516, 0.19461885)","(0.5051143, 0.5403388, 0.73747265)","(0.5038939, 0.48364884, 0.7158961)","(0.6810993, 0.4981246, 0.68345445)","(0.6866371, 0.4717836, 0.6760515)","(0.8795706, 0.5328103, 0.6020077)","(0.8715825, 0.51794684, 0.70596796)","(0.29701074957847595, 0.5204217284917831, 0.6066906750202179)",0.05328838527202606,"(0.33260976274808246, 0.5196980635325114, 0.5694302916526794)",0.06879309301130883
14,"(0.30526665, 0.5280431, 0.61075807)","(0.29453003, 0.53880847, 0.44604105)","(0.28999156, 0.51628363, 0.6146125)","(0.30408108, 0.5485418, 0.766444)","(0.29998207, 0.49561164, 0.637814)","(0.36155063, 0.55340064, 0.61686814)","(0.34738564, 0.48076797, 0.5840085)","(0.43574637, 0.5904587, 0.49818262)","(0.38273603, 0.42710933, 0.430355)","(0.40427965, 0.61513007, 0.44497138)","(0.31682986, 0.4371371, 0.34487566)","(0.51187783, 0.5422203, 0.78568876)","(0.50690144, 0.48099717, 0.76207536)","(0.7094588, 0.5109967, 0.7336556)","(0.7108957, 0.46486682, 0.6538532)","(0.9139902, 0.52732646, 0.6448823)","(0.89258265, 0.5072368, 0.7360555)","(0.30203157663345337, 0.5220767110586166, 0.7021290063858032)",0.05308862775564194,"(0.33806764086087543, 0.5207372307777405, 0.6038782397905985)",0.06720954383883965
15,"(0.30523208, 0.5302969, 0.58441997)","(0.2959721, 0.5412272, 0.4935099)","(0.29197314, 0.5203675, 0.5459049)","(0.30981636, 0.55288005, 0.6536954)","(0.30626786, 0.49918613, 0.5263153)","(0.37760526, 0.5632671, 0.6347158)","(0.35857305, 0.47997054, 0.69166714)","(0.43822592, 0.58319616, 0.32812804)","(0.37215158, 0.41462386, 0.55305856)","(0.39001, 0.5507328, 0.17298657)","(0.30443946, 0.43143678, 0.5262251)","(0.51955765, 0.5375776, 0.72275984)","(0.5164724, 0.47927114, 0.6869223)","(0.72358596, 0.51178396, 0.57598317)","(0.7217572, 0.45320103, 0.63917494)","(0.92426455, 0.52214855, 0.49383426)","(0.88906026, 0.5068069, 0.78832906)","(0.30804210901260376, 0.5260330885648727, 0.5900053381919861)",0.053811050951480865,"(0.34713679552078247, 0.5245115260283152, 0.6369343002637228)",0.0846044010104409
16,"(0.3022924, 0.53012866, 0.6400272)","(0.29394776, 0.5428659, 0.45570195)","(0.29235572, 0.52044076, 0.58479816)","(0.3087642, 0.55668443, 0.6774979)","(0.3072809, 0.5005601, 0.6059333)","(0.38616133, 0.56877637, 0.7449781)","(0.36551702, 0.48183304, 0.6107293)","(0.44873494, 0.5878181, 0.37276018)","(0.37547228, 0.40131685, 0.6601086)","(0.43341058, 0.59559435, 0.3520796)","(0.2833426, 0.42248008, 0.37124008)","(0.5305831, 0.5414761, 0.7949281)","(0.52494514, 0.48078915, 0.73676836)","(0.72889245, 0.51133525, 0.5013093)","(0.7191531, 0.44202, 0.8347882)","(0.92784876, 0.51376027, 0.64318895)","(0.8809396, 0.50902677, 0.78599024)","(0.30802254378795624, 0.5286222696304321, 0.6417156159877777)",0.056143928319215775,"(0.3513235847155253, 0.5269126892089844, 0.6652448574701945)",0.09827306620862114
17,"(0.3016551, 0.53661424, 0.4791257)","(0.29321784, 0.5489662, 0.5912422)","(0.2908321, 0.52514887, 0.6247754)","(0.30655888, 0.5618025, 0.59266555)","(0.3054768, 0.5041288, 0.7060208)","(0.39060956, 0.57630193, 0.78166544)","(0.36386937, 0.47726363, 0.7284344)","(0.45057887, 0.59249, 0.34996572)","(0.3814968, 0.38715336, 0.54077363)","(0.43004236, 0.6102289, 0.47206452)","(0.2955917, 0.4191193, 0.37838548)","(0.5360557, 0.5424528, 0.7770593)","(0.52688754, 0.4790325, 0.74133945)","(0.7323941, 0.52066857, 0.5669992)","(0.71703815, 0.4422509, 0.8454448)","(0.9342414, 0.5091981, 0.6193026)","(0.8928319, 0.50417894, 0.6267102)","(0.30601784586906433, 0.5329656600952148, 0.6493431627750397)",0.05768384411931038,"(0.352044681708018, 0.5300599336624146, 0.663075178861618)",0.10162809622578933
18,"(0.30277896, 0.53773034, 0.49101958)","(0.2940823, 0.549291, 0.46408382)","(0.2905897, 0.52559, 0.640361)","(0.30903283, 0.5626376, 0.65567434)","(0.30717152, 0.50611675, 0.7213028)","(0.38345456, 0.5773644, 0.7255672)","(0.36657673, 0.47995633, 0.7140442)","(0.4459986, 0.5993786, 0.50964755)","(0.39349437, 0.38091558, 0.44265857)","(0.42823038, 0.612851, 0.4713467)","(0.31422418, 0.405356, 0.2462776)","(0.53847903, 0.5413749, 0.71680474)","(0.5325115, 0.47819966, 0.753248)","(0.7281419, 0.52097917, 0.6476509)","(0.7207818, 0.4491559, 0.82030094)","(0.9255044, 0.5111465, 0.66490936)","(0.89112234, 0.50184906, 0.7101343)","(0.30810217559337616, 0.5343771874904633, 0.6884885728359222)",0.05655151978135109,"(0.35093675057093304, 0.5316836833953857, 0.643543670574824)",0.09707182644991542
19,"(0.3017211, 0.5380578, 0.42326397)","(0.29372826, 0.5515831, 0.40581745)","(0.29090267, 0.5271716, 0.666844)","(0.30827624, 0.56582856, 0.6976098)","(0.30698165, 0.50766015, 0.7473358)","(0.3826629, 0.5803368, 0.72835547)","(0.36663765, 0.48206824, 0.7152722)","(0.43478853, 0.6074252, 0.54798466)","(0.39848357, 0.38757223, 0.54484653)","(0.415027, 0.60930806, 0.4147701)","(0.31669137, 0.37441993, 0.46437505)","(0.54947, 0.54226553, 0.7854596)","(0.5454019, 0.47686526, 0.7090157)","(0.74374, 0.52582717, 0.72366065)","(0.74037254, 0.4582345, 0.7119645)","(0.91301554, 0.52159166, 0.61995363)","(0.8851554, 0.49768573, 0.766767)","(0.30762894451618195, 0.5367443561553955, 0.7224727869033813)",0.058182816952466965,"(0.3503405451774597, 0.5334876179695129, 0.622297207514445)",0.09766754703343994
20,"(0.3041762, 0.5511645, 0.6009424)","(0.2953398, 0.5616487, 0.46892938)","(0.29156792, 0.5389259, 0.58152276)","(0.30607578, 0.56935525, 0.7358451)","(0.30531275, 0.51497567, 0.7565237)","(0.38134837, 0.5773108, 0.59782296)","(0.357996, 0.48065716, 0.74452853)","(0.43667585, 0.62036735, 0.59165007)","(0.40368897, 0.3905426, 0.6496953)","(0.3962246, 0.6678082, 0.57916486)","(0.3397929, 0.37382853, 0.51236606)","(0.543748, 0.5431769, 0.7965214)","(0.5368436, 0.47964162, 0.7618066)","(0.7339535, 0.5396879, 0.66810197)","(0.7270672, 0.47346216, 0.78077376)","(0.89923036, 0.5304521, 0.7370833)","(0.8806504, 0.4962877, 0.7442713)","(0.30569426715373993, 0.5421654582023621, 0.7461844086647034)",0.05438493564724922,"(0.34784018993377686, 0.536377489566803, 0.6477646231651306)",0.09219975998495956
21,"(0.30700767, 0.5614439, 0.63014936)","(0.2976307, 0.57057714, 0.67342913)","(0.2958335, 0.54992986, 0.33341187)","(0.30683815, 0.5726267, 0.6985026)","(0.3074643, 0.5209058, 0.6408514)","(0.38158235, 0.58281016, 0.6827019)","(0.35889083, 0.48180994, 0.7689928)","(0.44030735, 0.62750655, 0.6396824)","(0.40841955, 0.3868203, 0.67497844)","(0.3883811, 0.6814446, 0.45504057)","(0.34611973, 0.356759, 0.4504638)","(0.5488157, 0.54391056, 0.81047237)","(0.5446961, 0.4802197, 0.7801733)","(0.73721313, 0.5418774, 0.741352)","(0.7378688, 0.4808033, 0.8113426)","(0.90938544, 0.5308496, 0.58739376)","(0.8992237, 0.49219698, 0.7682338)","(0.3071512281894684, 0.5467662513256073, 0.6696769893169403)",0.05172470584511757,"(0.3491602838039398, 0.5420213441054026, 0.6939480106035868)",0.09282412318879096
22,"(0.30756146, 0.559905, 0.5575948)","(0.2983573, 0.57004946, 0.6375087)","(0.29659784, 0.5476264, 0.54052436)","(0.3102776, 0.5738732, 0.5910031)","(0.30882925, 0.52064955, 0.55092376)","(0.3857438, 0.5853832, 0.72314674)","(0.3649474, 0.4808622, 0.82487965)","(0.44201124, 0.6407225, 0.7271556)","(0.41233498, 0.3879838, 0.6815021)","(0.39615047, 0.69363993, 0.63078696)","(0.35623226, 0.33942437, 0.565611)","(0.5570229, 0.54633415, 0.7999574)","(0.5498391, 0.48227888, 0.81881773)","(0.7421031, 0.55579305, 0.77066725)","(0.7435884, 0.49465406, 0.8897448)","(0.9200899, 0.54498494, 0.7935139)","(0.909951, 0.4918774, 0.6498074)","(0.30955342948436737, 0.5472613871097565, 0.570963442325592)",0.05324337258934975,"(0.35275088747342426, 0.5420501232147217, 0.7018737196922302)",0.09717779524925832
