,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,face_center,face_width,chin,face_height
10,"(0.2631123, 0.48831397, 0.67528254)","(0.2479196, 0.49975988, 0.51899344)","(0.2523772, 0.47580242, 0.42873174)","(0.26227313, 0.5194745, 0.59262806)","(0.26606005, 0.46079203, 0.59950554)","(0.3269198, 0.54757315, 0.78287125)","(0.32493708, 0.43130133, 0.5141638)","(0.42527136, 0.54721093, 0.5621524)","(0.42526937, 0.44315308, 0.44578394)","(0.49760816, 0.54603875, 0.347182)","(0.5188923, 0.44324562, 0.31326675)","(0.4978593, 0.5214593, 0.6892646)","(0.5022733, 0.45488268, 0.6393178)","(0.6419737, 0.51744163, 0.61738205)","(0.63756025, 0.4640696, 0.5615284)","(0.74799323, 0.51455593, 0.47388983)","(0.7464558, 0.45607895, 0.4152928)","(0.26416659355163574, 0.49013327062129974, 0.596066802740097)",0.05880453437566757,"(0.3049897253513336, 0.4890628159046173, 0.6574391921361288)",0.08376822709062685
11,"(0.26076967, 0.48555934, 0.60346735)","(0.24564205, 0.50009584, 0.48804486)","(0.24818677, 0.4716453, 0.60201365)","(0.2578767, 0.51780325, 0.56433713)","(0.2634307, 0.4592898, 0.5851144)","(0.3225115, 0.54897165, 0.78125095)","(0.32343954, 0.43177816, 0.5428849)","(0.42346704, 0.54459655, 0.53283536)","(0.42277193, 0.4460046, 0.3917407)","(0.4995345, 0.5465673, 0.35562503)","(0.51896775, 0.44479525, 0.3332283)","(0.49845594, 0.523018, 0.7246575)","(0.5027878, 0.45578465, 0.65119195)","(0.641646, 0.5174852, 0.58927315)","(0.63667643, 0.4619205, 0.5688246)","(0.7466282, 0.5150316, 0.50168735)","(0.74601597, 0.45848855, 0.40441352)","(0.26065370440483093, 0.4885465204715729, 0.5747257769107819)",0.05877646058797836,"(0.3022402326265971, 0.4887697199980418, 0.6425343950589498)",0.08318928948943552
12,"(0.25869754, 0.48452824, 0.52092546)","(0.24444102, 0.5001372, 0.58174074)","(0.24648724, 0.47185767, 0.5682249)","(0.2570303, 0.5181699, 0.5055468)","(0.26072848, 0.45968437, 0.56884307)","(0.32023084, 0.54872173, 0.7740364)","(0.3227895, 0.43223867, 0.56918156)","(0.42093676, 0.5467007, 0.52229685)","(0.4231537, 0.4431123, 0.3997869)","(0.49976847, 0.54871386, 0.3247153)","(0.5188894, 0.4459409, 0.3636613)","(0.4996607, 0.5267104, 0.78758633)","(0.50095755, 0.45633277, 0.63910395)","(0.64038575, 0.5186554, 0.5715204)","(0.6369325, 0.46382713, 0.55693334)","(0.74598706, 0.51623845, 0.49377)","(0.7435026, 0.46134526, 0.5134099)","(0.2588793933391571, 0.48892712593078613, 0.5371949374675751)",0.058602310717105865,"(0.30057262380917865, 0.48849621415138245, 0.621381143728892)",0.08412532248899565
13,"(0.25790527, 0.4855728, 0.5020959)","(0.24318865, 0.5017319, 0.5478649)","(0.2435844, 0.47460622, 0.5510649)","(0.25662342, 0.5190445, 0.50993514)","(0.2590192, 0.46021873, 0.5645565)","(0.31898814, 0.54977417, 0.7626605)","(0.31972682, 0.43266666, 0.57318205)","(0.42235062, 0.54531527, 0.55930024)","(0.4255012, 0.44331235, 0.41429654)","(0.5046292, 0.54197323, 0.36099863)","(0.52186084, 0.44653374, 0.42288804)","(0.49798638, 0.5246841, 0.71535754)","(0.5024594, 0.4564699, 0.65187824)","(0.6394639, 0.5158777, 0.5771148)","(0.63371056, 0.46160054, 0.56160563)","(0.74457645, 0.51414967, 0.5128008)","(0.7408459, 0.46170402, 0.544974)","(0.25782130658626556, 0.48963162302970886, 0.5372458100318909)",0.05887455493211746,"(0.2988734145959218, 0.48933787147204083, 0.6126461426417033)",0.08228157430179217
14,"(0.25865662, 0.48851442, 0.5377476)","(0.2420108, 0.4998232, 0.53187543)","(0.24319041, 0.47713614, 0.5335455)","(0.2573457, 0.5203927, 0.4901066)","(0.25988314, 0.46138382, 0.6004515)","(0.32108355, 0.5504796, 0.7901905)","(0.32123747, 0.43378958, 0.58234715)","(0.42425546, 0.5464148, 0.5608264)","(0.42491838, 0.44536966, 0.3728755)","(0.50371, 0.545673, 0.38393384)","(0.5202325, 0.4447648, 0.41656527)","(0.49806458, 0.52703524, 0.78375363)","(0.50048804, 0.45810562, 0.65418327)","(0.6387013, 0.5174323, 0.5725695)","(0.63637686, 0.4629795, 0.5537912)","(0.7432973, 0.51644766, 0.50320303)","(0.73989344, 0.46094438, 0.53026897)","(0.2586144208908081, 0.4908882677555084, 0.5452790707349777)",0.05906342715024948,"(0.3003258804480235, 0.4909278651078542, 0.6367617646853129)",0.08347818602943691
15,"(0.2569123, 0.48385608, 0.50681406)","(0.24347603, 0.49950254, 0.56219083)","(0.24519996, 0.4721095, 0.62474334)","(0.25691506, 0.5172707, 0.5531259)","(0.2603158, 0.45994902, 0.5766552)","(0.32033432, 0.5488701, 0.76376915)","(0.32486534, 0.43500143, 0.60552776)","(0.42413163, 0.5422974, 0.50232095)","(0.42606327, 0.44894668, 0.41210842)","(0.5057322, 0.54336, 0.36625993)","(0.5210204, 0.44488442, 0.39115357)","(0.4948729, 0.5276578, 0.80692)","(0.49924475, 0.45941445, 0.6844335)","(0.6380588, 0.5155705, 0.53057575)","(0.6338198, 0.4624229, 0.45755997)","(0.74373007, 0.5164714, 0.5524881)","(0.73891056, 0.4639972, 0.55817634)","(0.2586154341697693, 0.48860985040664673, 0.5648905634880066)",0.0574224591255188,"(0.3007039825121562, 0.4892425338427226, 0.6253703236579895)",0.08824343839578007
16,"(0.26393637, 0.4867075, 0.6053914)","(0.24797551, 0.4975812, 0.48616743)","(0.25282896, 0.47440445, 0.4608307)","(0.2613019, 0.5177343, 0.6120148)","(0.26534405, 0.4598204, 0.57657254)","(0.32974252, 0.55041605, 0.7544476)","(0.3271621, 0.43366903, 0.5754637)","(0.4325144, 0.5414149, 0.5562932)","(0.42820284, 0.44173115, 0.55253476)","(0.5108199, 0.54267895, 0.269813)","(0.529056, 0.4406101, 0.43793777)","(0.4997927, 0.5243355, 0.73631984)","(0.50400865, 0.458606, 0.68808055)","(0.65276265, 0.5124614, 0.6542386)","(0.6549572, 0.46300393, 0.51919454)","(0.7535674, 0.51462686, 0.4970792)","(0.7493918, 0.463445, 0.46434677)","(0.26332297921180725, 0.4887773394584656, 0.5942936539649963)",0.058054789900779724,"(0.3069469928741455, 0.4902641971906026, 0.6451008915901184)",0.08631485761867913
17,"(0.266534, 0.4896599, 0.5931549)","(0.25369668, 0.50102323, 0.39507788)","(0.25617522, 0.4748977, 0.41828048)","(0.2667458, 0.5200006, 0.5419527)","(0.27055752, 0.46132872, 0.52253217)","(0.33515668, 0.5498795, 0.67282844)","(0.33087474, 0.43293965, 0.49864474)","(0.43935692, 0.54662836, 0.4512849)","(0.4308545, 0.4310524, 0.64876384)","(0.51834816, 0.54296476, 0.303537)","(0.5274218, 0.43964756, 0.47421563)","(0.50025296, 0.52311623, 0.72681284)","(0.50303775, 0.45459062, 0.6133762)","(0.65110236, 0.51477593, 0.6319305)","(0.6519855, 0.46265602, 0.56158483)","(0.7461487, 0.5173954, 0.5358366)","(0.7473387, 0.46227896, 0.46758786)","(0.26865166425704956, 0.49066464602947235, 0.5322424471378326)",0.05879554897546768,"(0.31085514028867084, 0.4908263484636943, 0.5882093608379364)",0.08867297242180354
18,"(0.2666949, 0.48769414, 0.58993256)","(0.25503254, 0.50106, 0.45548946)","(0.25616494, 0.47505474, 0.52027303)","(0.26613098, 0.5171493, 0.6035897)","(0.26977438, 0.4598393, 0.4965522)","(0.3308539, 0.5472468, 0.6978543)","(0.33152243, 0.42946896, 0.6496422)","(0.44016322, 0.545725, 0.5008981)","(0.4340421, 0.42816842, 0.66813254)","(0.52530295, 0.53886914, 0.3308885)","(0.5270463, 0.43830287, 0.46780565)","(0.504938, 0.52222514, 0.77444005)","(0.5093061, 0.4550006, 0.7813232)","(0.6527996, 0.513875, 0.68558156)","(0.6542596, 0.46118426, 0.6129296)","(0.7476498, 0.5174233, 0.5207802)","(0.7488415, 0.4643696, 0.43728298)","(0.26795268058776855, 0.4884943217039108, 0.5500709563493729)",0.057425711303949356,"(0.3096904158592224, 0.4881366391976674, 0.6458096901575724)",0.08599557885544518
19,"(0.26291007, 0.48894212, 0.6648262)","(0.24778259, 0.4994913, 0.5223904)","(0.25301573, 0.47442573, 0.37856662)","(0.26256877, 0.51886547, 0.5745993)","(0.26721513, 0.4612946, 0.58418167)","(0.3326072, 0.54908186, 0.71567506)","(0.32878616, 0.43212923, 0.52674335)","(0.4328276, 0.5514441, 0.57969177)","(0.42747813, 0.431202, 0.6549183)","(0.5166167, 0.53720236, 0.28801283)","(0.5197582, 0.44279215, 0.22379908)","(0.50065815, 0.52200854, 0.7253806)","(0.50577253, 0.4544624, 0.6312802)","(0.6481557, 0.51219994, 0.65486187)","(0.64248073, 0.46339267, 0.5641839)","(0.7481383, 0.5166402, 0.5235823)","(0.7477635, 0.4618153, 0.45207644)","(0.26489195227622986, 0.4900800287723541, 0.5793904960155487)",0.057758066803216934,"(0.3081011474132538, 0.49005107084910077, 0.6357482075691223)",0.09040936754808088
