,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,face_center,face_width,chin,face_height
10,"(0.3783424, 0.48770922, 0.54309726)","(0.35987362, 0.49847826, 0.4888246)","(0.36630672, 0.4714015, 0.7198136)","(0.36226678, 0.5179378, 0.68352246)","(0.3809687, 0.45710564, 0.52269375)","(0.4180896, 0.56673026, 0.70585877)","(0.4479658, 0.44547945, 0.7336924)","(0.5211482, 0.58814037, 0.48617893)","(0.5707001, 0.4379239, 0.63210845)","(0.5639951, 0.58491516, 0.49897188)","(0.48552904, 0.42050862, 0.52108794)","(0.61351204, 0.5375393, 0.79448706)","(0.61047864, 0.461455, 0.72495925)","(0.7741117, 0.5497788, 0.66374946)","(0.75055456, 0.4031781, 0.66458344)","(0.9058373, 0.55678046, 0.6756096)","(0.8758755, 0.41467303, 0.37823284)","(0.37161773443222046, 0.4875217080116272, 0.6031081080436707)",0.06364205479621887,"(0.4147992630799611, 0.49997297922770184, 0.660882810751597)",0.07692862346750252
11,"(0.37522873, 0.48996446, 0.48407355)","(0.35868138, 0.5004918, 0.45858547)","(0.36374468, 0.4737869, 0.5967628)","(0.3613326, 0.5184003, 0.6602704)","(0.37658072, 0.45735532, 0.48682377)","(0.4197396, 0.56528103, 0.7190943)","(0.43893838, 0.4347297, 0.60143304)","(0.5404885, 0.5697173, 0.45053622)","(0.5553013, 0.4371992, 0.68402076)","(0.57949895, 0.56612945, 0.33109736)","(0.4655006, 0.41856563, 0.49553615)","(0.6062948, 0.5347511, 0.66226053)","(0.6054875, 0.46386564, 0.69518226)","(0.7709358, 0.55246246, 0.7150708)","(0.7501991, 0.4039241, 0.6170707)","(0.90759605, 0.5589197, 0.6997993)","(0.89591813, 0.41204804, 0.398034)","(0.36895665526390076, 0.48787781596183777, 0.5735470801591873)",0.06292055547237396,"(0.41130223870277405, 0.49665839473406476, 0.6015336215496063)",0.07337865222594327
12,"(0.37417147, 0.4868283, 0.45300406)","(0.3586911, 0.4983227, 0.43277013)","(0.36322057, 0.47331494, 0.58863854)","(0.36451393, 0.517282, 0.68174005)","(0.3783539, 0.45667797, 0.47849682)","(0.42107892, 0.56422794, 0.77743304)","(0.44230145, 0.43254024, 0.6075677)","(0.5324503, 0.58102435, 0.39102992)","(0.550153, 0.42899475, 0.63003784)","(0.5830939, 0.5621431, 0.5051619)","(0.46305487, 0.40648803, 0.47765428)","(0.60546744, 0.5416421, 0.63001114)","(0.6037253, 0.46787262, 0.6617263)","(0.7745144, 0.55150485, 0.6371887)","(0.7430109, 0.3971228, 0.6591807)","(0.9181325, 0.5585392, 0.63699096)","(0.902483, 0.39884275, 0.4516185)","(0.37143391370773315, 0.48697999119758606, 0.5801184326410294)",0.062164247035980225,"(0.4125172793865204, 0.49453215797742206, 0.6126682758331299)",0.07822406024746355
13,"(0.37116772, 0.4897481, 0.5261448)","(0.35905403, 0.49962708, 0.44957426)","(0.36351454, 0.4751677, 0.5824869)","(0.3625406, 0.5178641, 0.6438215)","(0.37589118, 0.4605399, 0.42344254)","(0.420514, 0.5650766, 0.8435931)","(0.43797696, 0.4330812, 0.6313597)","(0.5229052, 0.5856993, 0.4249451)","(0.5497378, 0.4161514, 0.74053013)","(0.58419484, 0.57674915, 0.5866278)","(0.46551642, 0.4013712, 0.6113236)","(0.6168275, 0.53755224, 0.73881584)","(0.6123866, 0.4655347, 0.76210725)","(0.7734835, 0.54987025, 0.7128915)","(0.7450876, 0.39684448, 0.5825201)","(0.9209454, 0.5571259, 0.7299535)","(0.9018876, 0.39735758, 0.5376204)","(0.3692158907651901, 0.48920200765132904, 0.5336320102214813)",0.058858320116996765,"(0.4098862210909526, 0.495968629916509, 0.6670325398445129)",0.07843003216956695
14,"(0.37002957, 0.49071285, 0.52270705)","(0.35869592, 0.5019461, 0.48041192)","(0.36132357, 0.4757018, 0.54832363)","(0.36437297, 0.51956713, 0.61880153)","(0.37223434, 0.46004885, 0.5682703)","(0.419815, 0.5644593, 0.8028195)","(0.43487844, 0.43435693, 0.7185072)","(0.5160955, 0.5881064, 0.5643227)","(0.53418833, 0.41826892, 0.4701459)","(0.58289564, 0.57137954, 0.54506326)","(0.5616625, 0.43299776, 0.30099997)","(0.6120942, 0.5393816, 0.7588483)","(0.60989, 0.46553594, 0.753144)","(0.7719971, 0.5576399, 0.7041031)","(0.7426771, 0.38826913, 0.6152713)","(0.9189552, 0.5596322, 0.75320566)","(0.89256525, 0.39677355, 0.46862474)","(0.36830365657806396, 0.48980799317359924, 0.5935359299182892)",0.060035210102796555,"(0.40824100375175476, 0.49650970101356506, 0.6813445687294006)",0.0772972764747963
15,"(0.3683878, 0.4905048, 0.54176366)","(0.35830402, 0.5020907, 0.51060206)","(0.35985708, 0.4763355, 0.4913245)","(0.3644491, 0.5194527, 0.6189528)","(0.3710811, 0.4605212, 0.6100893)","(0.41913363, 0.559893, 0.7542875)","(0.43478975, 0.42949876, 0.57419604)","(0.5232437, 0.57979095, 0.39058784)","(0.53001416, 0.4023913, 0.5660058)","(0.584756, 0.57240456, 0.5814115)","(0.45947087, 0.4042493, 0.41964227)","(0.6182772, 0.5392171, 0.73997754)","(0.6155881, 0.46452117, 0.7482731)","(0.77673167, 0.560048, 0.4815762)","(0.75076675, 0.38762134, 0.51890063)","(0.92232245, 0.5599164, 0.72694707)","(0.9073738, 0.39793855, 0.49342093)","(0.3677651137113571, 0.48998694121837616, 0.6145210564136505)",0.05930349975824356,"(0.4074370563030243, 0.49329885840415955, 0.6234157284100851)",0.07829820096360754
16,"(0.37324437, 0.49041092, 0.46706575)","(0.3593855, 0.5023523, 0.59968054)","(0.36114138, 0.47677386, 0.61169046)","(0.36394614, 0.51875305, 0.64098954)","(0.3695361, 0.45913386, 0.61518276)","(0.42016792, 0.5564249, 0.8059894)","(0.43089807, 0.42924047, 0.58394945)","(0.53113294, 0.5719869, 0.47066727)","(0.5185894, 0.3919656, 0.54078656)","(0.583338, 0.57303965, 0.5455497)","(0.46214098, 0.39635015, 0.31031585)","(0.6213815, 0.54263544, 0.7541895)","(0.617302, 0.46740913, 0.76835084)","(0.7747173, 0.559975, 0.57673365)","(0.73921335, 0.38599765, 0.75489473)","(0.91830367, 0.5590155, 0.79036176)","(0.8956845, 0.3944622, 0.4782384)","(0.3667411208152771, 0.4889434576034546, 0.6280861496925354)",0.05988067388534546,"(0.40810345609982807, 0.4920254349708557, 0.6190015276273092)",0.06979289882503728
17,"(0.3828439, 0.48995632, 0.62363315)","(0.3675447, 0.5022963, 0.60895723)","(0.3688264, 0.47820815, 0.6028365)","(0.36824822, 0.51828116, 0.6379393)","(0.37134272, 0.45880103, 0.55477196)","(0.42327628, 0.5553236, 0.81114733)","(0.43071637, 0.4318186, 0.7245796)","(0.53680813, 0.56628615, 0.46523267)","(0.5094358, 0.38094258, 0.3879878)","(0.5829704, 0.56429017, 0.53947276)","(0.49584472, 0.38592225, 0.24318424)","(0.617911, 0.5428935, 0.75376046)","(0.61696863, 0.46784347, 0.7673127)","(0.7870554, 0.5567481, 0.7637718)","(0.7498274, 0.3860998, 0.74198484)","(0.9186535, 0.5534058, 0.80415523)","(0.921287, 0.3862573, 0.49942142)","(0.36979547142982483, 0.4885410964488983, 0.5963556170463562)",0.05956057086586952,"(0.41227885087331134, 0.4923661748568217, 0.7197866837183634)",0.05906684521318763
18,"(0.37913927, 0.48962587, 0.5628698)","(0.36369306, 0.5023307, 0.6319894)","(0.3646786, 0.47725376, 0.6374038)","(0.36401662, 0.5190283, 0.691244)","(0.36704624, 0.45768198, 0.6089426)","(0.42307895, 0.5526708, 0.81030226)","(0.42200494, 0.43089673, 0.7588433)","(0.5356264, 0.55717695, 0.4379928)","(0.49381253, 0.36196575, 0.54055685)","(0.58013237, 0.56613016, 0.51975936)","(0.47233784, 0.37452483, 0.34044415)","(0.61287737, 0.5475003, 0.8027096)","(0.61210525, 0.47166818, 0.7499249)","(0.7857336, 0.555154, 0.7614805)","(0.75366104, 0.38515127, 0.7973047)","(0.9219185, 0.55573374, 0.7839863)","(0.9211527, 0.37864465, 0.54453295)","(0.36553142964839935, 0.4883551448583603, 0.6500933170318604)",0.06142108514904976,"(0.40807438890139264, 0.4910644590854645, 0.7106717824935913)",0.057941708250736
19,"(0.3727116, 0.48778614, 0.58682764)","(0.36167848, 0.49983642, 0.5170659)","(0.36298606, 0.47471625, 0.67230785)","(0.36227345, 0.5144117, 0.7592789)","(0.36590692, 0.45449775, 0.7203424)","(0.4183167, 0.5412326, 0.74169654)","(0.4172133, 0.42494556, 0.7225771)","(0.51377696, 0.559121, 0.30902985)","(0.48489368, 0.34541267, 0.6028724)","(0.56917536, 0.5627111, 0.5453931)","(0.46709752, 0.36102635, 0.3363098)","(0.6168551, 0.5465027, 0.8052398)","(0.61670727, 0.470046, 0.7718412)","(0.78022045, 0.5601879, 0.68075025)","(0.7613143, 0.38368076, 0.7753688)","(0.91992235, 0.55670255, 0.8202205)","(0.9101907, 0.37913343, 0.7558471)","(0.3640901893377304, 0.4844547212123871, 0.7398106455802917)",0.06002400815486908,"(0.4027471939722697, 0.4846547643343608, 0.683700422445933)",0.0603967718237706
20,"(0.38286585, 0.49005347, 0.62524843)","(0.3664374, 0.50214726, 0.5504455)","(0.36632726, 0.47672054, 0.42990443)","(0.3656374, 0.51583314, 0.71950644)","(0.36596966, 0.45507723, 0.6996108)","(0.41982514, 0.5392088, 0.70493233)","(0.4143551, 0.42079604, 0.69639003)","(0.5178944, 0.55532515, 0.48219407)","(0.47991735, 0.34558994, 0.6009937)","(0.5735861, 0.5675272, 0.47003752)","(0.474465, 0.38288605, 0.32241336)","(0.61517054, 0.5399618, 0.7656247)","(0.6183723, 0.4660086, 0.76806927)","(0.78263086, 0.5540215, 0.8066555)","(0.7685219, 0.38654348, 0.5318063)","(0.9185414, 0.5578986, 0.8008318)","(0.90275264, 0.38018164, 0.7624662)","(0.365803524851799, 0.485455185174942, 0.7095586359500885)",0.06075681746006012,"(0.4056820273399353, 0.48335278034210205, 0.675523598988851)",0.04755953874330711
21,"(0.38124013, 0.4894669, 0.5685602)","(0.36599883, 0.50277317, 0.59463924)","(0.3643511, 0.4775365, 0.5190173)","(0.3645837, 0.5135909, 0.76627326)","(0.36129153, 0.45424515, 0.65282136)","(0.41755283, 0.5334403, 0.635708)","(0.41124687, 0.4116381, 0.64485246)","(0.50871885, 0.5464339, 0.4967735)","(0.48244667, 0.34902462, 0.61522335)","(0.5653795, 0.5487816, 0.52334845)","(0.5190899, 0.40608698, 0.29949787)","(0.6107851, 0.53674823, 0.748657)","(0.61568165, 0.46280617, 0.77800167)","(0.77095926, 0.5532979, 0.7666217)","(0.7729074, 0.39044315, 0.5204471)","(0.9174759, 0.55726355, 0.79662323)","(0.9157011, 0.38029778, 0.78814924)","(0.3629376143217087, 0.4839180111885071, 0.7095473110675812)",0.059436969459056854,"(0.40334660808245343, 0.47818176945050556, 0.6163735389709473)",0.04964073707674751
22,"(0.3877376, 0.48795778, 0.67206067)","(0.37050843, 0.5004252, 0.51873493)","(0.36777282, 0.47697937, 0.5725307)","(0.3688891, 0.51152396, 0.7347374)","(0.36454207, 0.45065698, 0.7619952)","(0.4187214, 0.53155226, 0.6958249)","(0.4158691, 0.4071762, 0.7288221)","(0.50193334, 0.53534305, 0.3018608)","(0.5028954, 0.35628456, 0.77744484)","(0.5707145, 0.54892117, 0.597328)","(0.54239786, 0.42692482, 0.33620098)","(0.6170126, 0.53402096, 0.80380905)","(0.622648, 0.45634198, 0.672883)","(0.779653, 0.5527297, 0.8172827)","(0.78973866, 0.3872072, 0.5390394)","(0.9178188, 0.5566137, 0.7942909)","(0.922102, 0.37816775, 0.7617879)","(0.36671558022499084, 0.4810904711484909, 0.7483662962913513)",0.061022013425827026,"(0.40744269887606305, 0.47556207577387494, 0.6989025672276815)",0.046559390763824565
